Timestamp,Close,Volume_(BTC)
1/1/12,4.806666667,7.200666667
1/2/12,5,19.048
1/3/12,5.2525,11.00466011
1/4/12,5.223333333,11.91480669
1/5/12,6.286190476,4.514372822
1/6/12,6.445,2.420196194
1/7/12,6.8,0.29585799
1/8/12,6.95,2.5
1/9/12,6.581666667,1.857481192
1/10/12,6.603,2.076332673
1/11/12,7.121875,2.194977792
1/12/12,7.0625,6.858469318
1/13/12,6.9603125,1.530317026
1/14/12,6.41,1.6836
1/15/12,7.15,3.33986014
1/16/12,6.714285714,1.807042253
1/17/12,6.141666667,3.354750343
1/18/12,6.244722222,3.706854698
1/19/12,6.225714286,17.6225585
1/20/12,6.835,9.582599863
1/21/12,6.386,16.28277048
1/22/12,6.485,10.15887913
1/23/12,6.4075,7.910052424
1/24/12,6.495555556,4.747013415
1/25/12,6.281944444,2.253423789
1/26/12,6.185,1.869941911
1/27/12,5.651428571,3.288571174
1/28/12,4.91,0.25
1/29/12,5.696,1.890969286
1/30/12,5.545,1.895
1/31/12,5.61902439,2.695203252
2/1/12,5.78875,1.507350785
2/2/12,6.170877193,4.403525088
2/3/12,6.204814815,5.76120197
2/4/12,6.095625,4.227187131
2/5/12,5.839166667,1.993767665
2/6/12,5.52625,3.647292291
2/7/12,5.672,11.02702793
2/8/12,5.743333333,13.92867002
2/9/12,5.783571429,5.971656339
2/10/12,5.876923077,6.805019375
2/11/12,5.605,0.9397439
2/12/12,5.6375,16.2108581
2/13/12,5.648181818,9.071312638
2/14/12,5.193030303,3.889240433
2/15/12,4.945263158,3.567850808
2/16/12,4.575588235,3.400703568
2/17/12,4.6909375,7.645946538
2/18/12,4.397692308,9.784240462
2/19/12,4.331666667,15.44725739
2/20/12,4.560714286,11.28354477
2/21/12,4.4834375,11.20153755
2/22/12,4.542222222,8.367640707
2/23/12,4.890952381,17.02009546
2/24/12,5.133,3.759711782
2/25/12,5.038571429,17.11534307
2/26/12,4.954285714,5.842857143
2/27/12,5.049615385,11.88662747
2/28/12,4.991428571,15.72290668
2/29/12,4.9525,12.11189232
3/1/12,5.002666667,9.705452706
3/2/12,4.762352941,14.46910069
3/3/12,4.756666667,13.9909239
3/4/12,4.793333333,18.93473588
3/5/12,4.949268293,12.63547687
3/6/12,4.996521739,12.89686706
3/7/12,5.060344828,12.87904638
3/8/12,4.972631579,17.18767131
3/9/12,5.011666667,23.13245661
3/10/12,4.913333333,12.67210314
3/11/12,4.926666667,8.227508697
3/12/12,4.959,10.876168
3/13/12,5.0725,18.36634858
3/14/12,5.375384615,43.45166449
3/15/12,5.3375,39.57299059
3/16/12,5.340769231,12.1306111
3/17/12,5.402222222,15.9859254
3/18/12,5.32,13.75545071
3/19/12,5.1104,16.60775027
3/20/12,4.910416667,11.65649654
3/21/12,4.936666667,3.10954301
3/22/12,4.877083333,16.51712478
3/23/12,4.74875,49.1412731
3/24/12,4.731428571,27.36264419
3/25/12,4.642,3.094714384
3/26/12,4.626666667,4.317637331
3/27/12,4.785686275,7.246878357
3/28/12,4.895,8.721853405
3/29/12,4.828,7.359580207
3/30/12,4.838571429,11.5284853
3/31/12,4.909166667,13.19781527
4/1/12,4.816470588,18.14740384
4/2/12,4.932727273,20.19496844
4/3/12,4.968666667,16.28686008
4/4/12,4.936190476,14.54455433
4/5/12,4.958571429,28.63320609
4/6/12,4.923333333,30.24823823
4/7/12,4.826428571,16.33254497
4/8/12,4.769333333,11.81453058
4/9/12,4.799090909,14.41439314
4/10/12,4.822307692,24.21674134
4/11/12,4.868181818,12.89711005
4/12/12,4.843421053,19.9156461
4/13/12,4.896666667,24.49479766
4/14/12,4.976666667,20.17222182
4/15/12,4.957272727,10.45218966
4/16/12,4.96047619,23.19083565
4/17/12,4.986875,17.6572117
4/18/12,5.095128205,21.53671154
4/19/12,5.127352941,16.54857969
4/20/12,5.18,11.65112156
4/21/12,5.291818182,13.72470751
4/22/12,5.209285714,9.969188759
4/23/12,5.1584375,29.60815545
4/24/12,5.089516129,31.86824364
4/25/12,5.04255814,38.0049762
4/26/12,5.0296875,23.81656931
4/27/12,5.026315789,37.7902111
4/28/12,4.946111111,11.39030705
4/29/12,4.902857143,8.98266107
4/30/12,4.950740741,18.16965843
5/1/12,4.968,27.7248742
5/2/12,5.0848,19.81268574
5/3/12,5.10483871,20.80933553
5/4/12,5.105319149,16.51154816
5/5/12,5.065,14.84175166
5/6/12,5.062413793,42.55331226
5/7/12,5.035,20.82092011
5/8/12,5.044117647,18.83996139
5/9/12,5.040689655,12.07867568
5/10/12,4.990454545,20.61623394
5/11/12,4.9268,16.55306627
5/12/12,4.945,21.93338912
5/13/12,4.943333333,43.94032952
5/14/12,4.925833333,19.96469771
5/15/12,4.9625,18.78112387
5/16/12,5.016875,11.12707634
5/17/12,5.022692308,23.50818585
5/18/12,5.05,26.83894911
5/19/12,5.064166667,14.00049793
5/20/12,5.05,5.280425306
5/21/12,5.048095238,16.85987598
5/22/12,5.049583333,28.25281606
5/23/12,5.0704,22.32605251
5/24/12,5.091470588,26.61000281
5/25/12,5.089375,17.18189141
5/26/12,5.077692308,29.90047823
5/27/12,5.050740741,33.83443231
5/28/12,5.077857143,12.90598808
5/29/12,5.064054054,18.12857168
5/30/12,5.113142857,21.38290518
5/31/12,5.135306122,22.50285539
6/1/12,5.2062,9.473288213
6/2/12,5.19,11.31969321
6/3/12,5.19375,1.791844266
6/4/12,5.188571429,16.17997987
6/5/12,5.355809524,8.849475728
6/6/12,5.42,13.06519169
6/7/12,5.463571429,25.22991441
6/8/12,5.586923077,26.87401964
6/9/12,5.567083333,14.7356681
6/10/12,5.487058824,15.93830449
6/11/12,5.5,20.23248988
6/12/12,5.803404255,99.25965919
6/13/12,5.891809524,16.09711816
6/14/12,5.842586207,27.90093729
6/15/12,5.914117647,20.01418909
6/16/12,6.398888889,16.03395834
6/17/12,6.272615385,6.526007036
6/18/12,6.162461538,38.20151774
6/19/12,6.397037037,17.14875107
6/20/12,6.539693878,21.18351599
6/21/12,6.657777778,13.35672275
6/22/12,6.598243243,13.01568647
6/23/12,6.49326087,24.72046366
6/24/12,6.384736842,31.53541842
6/25/12,6.239333333,32.61213692
6/26/12,6.345299145,19.42819317
6/27/12,6.524779412,82.58660505
6/28/12,6.38421875,33.32930132
6/29/12,6.556911765,119.5228677
6/30/12,6.570294118,24.35447236
7/1/12,6.568846154,12.78629704
7/2/12,6.607654321,22.12637199
7/3/12,6.561797753,21.75719743
7/4/12,6.495342466,27.59847579
7/5/12,6.622285714,20.09959903
7/6/12,6.5488,33.2523021
7/7/12,6.670135135,19.03351112
7/8/12,6.674727273,15.09765281
7/9/12,6.808876404,19.68264638
7/10/12,7.035514019,13.97331111
7/11/12,7.108214286,13.42253706
7/12/12,7.195147059,34.20349375
7/13/12,7.589468085,12.81431636
7/14/12,7.527857143,17.07891952
7/15/12,7.497037037,11.9404475
7/16/12,7.687823129,25.03457546
7/17/12,8.249895833,19.05675464
7/18/12,8.810194805,16.97300539
7/19/12,9.043207547,23.70605094
7/20/12,8.227131148,11.30053385
7/21/12,8.717692308,22.89081403
7/22/12,8.630540541,40.09587418
7/23/12,8.62328,20.68689297
7/24/12,8.594516129,13.96665059
7/25/12,8.481585366,21.8958509
7/26/12,8.623088235,12.31880278
7/27/12,8.850377358,12.97163614
7/28/12,8.89,23.42071925
7/29/12,8.735555556,21.86558006
7/30/12,8.777346939,24.73075006
7/31/12,9.199882353,15.58147942
8/1/12,9.352747253,26.58907773
8/2/12,9.690875912,16.12926468
8/3/12,10.74267717,19.05049946
8/4/12,10.9112,12.70736763
8/5/12,10.47723404,20.28470114
8/6/12,10.77984848,15.68241001
8/7/12,10.78586207,11.94293736
8/8/12,10.88769912,24.30172229
8/9/12,11.23411348,17.25528179
8/10/12,11.1782,25.54439056
8/11/12,11.32179487,9.200434025
8/12/12,11.45567568,11.33017068
8/13/12,11.66874016,27.55579505
8/14/12,12.02870968,20.7093887
8/15/12,12.55179104,23.76519095
8/16/12,13.32509317,9.498938349
8/17/12,14.16269231,17.02195407
8/18/12,11.834,18.60272013
8/19/12,9.256551724,26.73522919
8/20/12,9.248741722,22.40065995
8/21/12,10.15570707,17.09555274
8/22/12,10.1696875,28.449067
8/23/12,9.9945,33.87819265
8/24/12,10.11897436,35.6486559
8/25/12,10.39891304,12.63633105
8/26/12,10.51263158,24.77304464
8/27/12,11.2920339,24.20211568
8/28/12,10.94284153,16.23006127
8/29/12,10.82715278,33.11708411
8/30/12,10.75018182,13.76258154
8/31/12,10.34569343,21.27831574
9/1/12,10.01741935,21.45813051
9/2/12,9.959836066,21.97462003
9/3/12,10.23403361,9.803790032
9/4/12,10.31696078,25.97705794
9/5/12,10.47263736,20.55372561
9/6/12,10.8636747,19.85681997
9/7/12,11.01307692,11.5535907
9/8/12,10.87048387,21.85692596
9/9/12,10.92126984,19.30356696
9/10/12,10.90762712,21.11916024
9/11/12,10.88799127,20.93870563
9/12/12,11.03184713,15.38017537
9/13/12,11.22839623,20.17906389
9/14/12,11.4209,21.27294354
9/15/12,11.56634921,9.441173885
9/16/12,11.64670455,14.6296165
9/17/12,11.75177419,11.12807908
9/18/12,11.87288991,17.13310885
9/19/12,12.30913462,12.03445655
9/20/12,12.42986667,10.2391188
9/21/12,12.19214876,16.44950555
9/22/12,12.08589744,10.48778238
9/23/12,11.9169697,10.95416913
9/24/12,11.88230303,9.231512364
9/25/12,11.88919075,17.67312058
9/26/12,12,19.47503267
9/27/12,12.11782946,25.6290346
9/28/12,12.11009524,27.07259884
9/29/12,12.21432836,8.718717334
9/30/12,12.19181818,7.873374811
10/1/12,12.11308333,26.26606465
10/2/12,12.39931579,24.39167216
10/3/12,12.7595,27.4914204
10/4/12,12.73786585,19.58467073
10/5/12,12.47178082,24.92950086
10/6/12,12.3928866,16.91151391
10/7/12,11.96142857,38.84342271
10/8/12,11.0829249,11.40694787
10/9/12,11.92118421,12.72328348
10/10/12,11.98226087,20.60624662
10/11/12,11.87686047,13.66197949
10/12/12,11.99771739,7.996919644
10/13/12,11.91621622,13.15178126
10/14/12,11.84214286,8.005182082
10/15/12,11.5164186,15.9346884
10/16/12,11.6582716,12.40123058
10/17/12,11.72723404,32.13713338
10/18/12,11.78875,15.97192821
10/19/12,11.70636943,64.64332184
10/20/12,11.61151515,10.67962138
10/21/12,11.46859649,35.93439171
10/22/12,11.47929688,14.94623442
10/23/12,11.54913669,19.54755434
10/24/12,11.40166667,19.63072201
10/25/12,10.99897638,24.23260343
10/26/12,10.23166667,17.28004719
10/27/12,10.23765152,15.07179934
10/28/12,10.52204545,11.0490828
10/29/12,10.63025316,16.8088026
10/30/12,10.70062147,15.70799264
10/31/12,10.8265445,16.00879318
11/1/12,10.92628319,15.28308249
11/2/12,10.72057895,13.03920811
11/3/12,10.58031496,12.38436741
11/4/12,10.52472,16.08324986
11/5/12,10.66595745,39.22880288
11/6/12,10.6705298,22.17823054
11/7/12,10.71443515,16.85355432
11/8/12,10.60929936,18.66496496
11/9/12,10.79092784,24.15031323
11/10/12,10.78072727,19.53534219
11/11/12,10.75042553,13.84422198
11/12/12,10.84473214,10.23497976
11/13/12,10.90067797,21.74248965
11/14/12,10.90486842,17.03372377
11/15/12,10.96775,20.43880673
11/16/12,11.20726872,31.25308886
11/17/12,11.52672414,13.71293815
11/18/12,11.54639344,16.94197871
11/19/12,11.48623596,23.63268449
11/20/12,11.6058125,15.77809841
11/21/12,11.57900763,26.33114528
11/22/12,11.81204633,38.72817575
11/23/12,12.03790323,16.82209271
11/24/12,12.16985714,19.69926912
11/25/12,12.29253165,14.05393939
11/26/12,12.25578947,30.06101874
11/27/12,12.02669231,28.4019393
11/28/12,12.17466102,36.71332566
11/29/12,12.31803571,31.72835515
11/30/12,12.36752066,28.69691437
12/1/12,12.4,41.89748331
12/2/12,12.39063492,27.64110794
12/3/12,12.45171642,38.24437161
12/4/12,12.71135593,23.40792467
12/5/12,13.12145833,22.23722685
12/6/12,13.33642857,24.61471825
12/7/12,13.3500625,21.84041236
12/8/12,13.34695652,11.07488419
12/9/12,13.23511905,14.13386668
12/10/12,13.28019737,42.39495495
12/11/12,13.32786765,19.42170569
12/12/12,13.39421348,22.05425086
12/13/12,13.42216749,25.90908197
12/14/12,13.60690217,32.3350923
12/15/12,13.37163265,31.26369401
12/16/12,13.34350877,21.36506801
12/17/12,13.08271605,32.79855422
12/18/12,13.06564706,31.86431073
12/19/12,13.20582822,30.02280104
12/20/12,13.32424779,16.51443947
12/21/12,13.30921569,25.09388584
12/22/12,13.23732143,15.54277942
12/23/12,13.1574,10.36024192
12/24/12,13.12706667,20.1586903
12/25/12,13.16107143,20.28645125
12/26/12,13.11802632,29.57629423
12/27/12,13.09819355,21.59749342
12/28/12,13.16890323,26.94762453
12/29/12,13.2175,7.632961016
12/30/12,13.21631579,17.91035496
12/31/12,13.19675676,14.79086137
1/1/13,13.0754902,41.50841978
1/2/13,13.12050505,18.59443155
1/3/13,13.14708661,26.14938625
1/4/13,13.15392,21.60202806
1/5/13,13.13962264,13.80694197
1/6/13,13.10578947,11.93587078
1/7/13,13.15825301,23.70631601
1/8/13,13.32774892,26.34751149
1/9/13,13.46659341,25.49597469
1/10/13,13.77929825,21.75115426
1/11/13,13.97059829,20.56090631
1/12/13,13.97282353,26.41839058
1/13/13,13.77921053,20.76986465
1/14/13,13.92273885,27.48155795
1/15/13,14.13,25.97580656
1/16/13,14.40006135,33.35109668
1/17/13,15.00801282,33.51125911
1/18/13,15.48233333,44.99683785
1/19/13,15.43418605,23.18070031
1/20/13,15.53034091,16.22463036
1/21/13,16.23912698,22.35963573
1/22/13,17.12696517,19.04356717
1/23/13,17.2731677,30.14382224
1/24/13,17.91542105,39.15834319
1/25/13,17.11495726,21.92975508
1/26/13,17.07877863,18.97631072
1/27/13,17.4619,25.89574188
1/28/13,18.04995,26.72259469
1/29/13,19.1774026,19.66077924
1/30/13,19.18933333,17.05005158
1/31/13,20.23008333,23.91192147
2/1/13,20.56316092,20.13696155
2/2/13,19.83842697,26.89313469
2/3/13,20.16427273,22.54019676
2/4/13,20.39298246,19.76732954
2/5/13,20.39214286,19.00778395
2/6/13,20.79056962,21.67253171
2/7/13,21.34935294,37.10339154
2/8/13,22.2841358,17.29423428
2/9/13,22.89021898,15.57721879
2/10/13,23.3274359,18.75907148
2/11/13,23.65395062,18.38485986
2/12/13,25.00235821,25.47532524
2/13/13,25.54856459,19.06047442
2/14/13,25.80757764,37.3990838
2/15/13,27.15885167,15.04853193
2/16/13,27.23809045,13.98185672
2/17/13,26.6586722,32.95435731
2/18/13,26.73572727,14.1070088
2/19/13,28.18544393,22.29217704
2/20/13,29.68678161,14.68349894
